function,recommendation_type,candidate_label,portal_string,mu_t,sigma_t,ei,log_ei,pi,ucb,ucb_beta,ts,exploration_score,is_submission,seed,candidate_origin,stagnation_flag,why,selection_mode,consensus_frequency,n_seed_success
function_6,shadow_oldstyle,pool_001187,0.899172-0.861979-0.007778-0.155002-0.702744,1.8576444659147278,0.02525926063108192,0.09090636428385222,-2.3979252661257915,0.9998402125769488,1.9013947886894191,3.0,1.8226114927119694,0.014159290466529407,False,5000,global,False,"mu_t=1.85764, sigma_t=0.0252593, ei=0.0909064, pi=0.99984, ucb=1.90139, beta=3.00, ts=1.82261, explore=0.0141593",robust_consensus,1,5
function_7,chosen_submission,pool_004122,0.114161-0.018033-0.748271-0.191120-0.296296-0.752669,1.1405344476870876,0.14378546025487832,0.3113099733382643,-1.1669661643405294,0.984599040571679,1.38957817023807,3.0,1.1131395941368183,0.1298089733344615,True,6002,elite,False,"mu_t=1.14053, sigma_t=0.143785, ei=0.31131, pi=0.984599, ucb=1.38958, beta=3.00, ts=1.11314, explore=0.129809",robust_consensus,1,5
function_7,primary_pareto_sigma,pool_004122,0.114161-0.018033-0.748271-0.191120-0.296296-0.752669,1.1405344476870876,0.14378546025487832,0.3113099733382643,-1.1669661643405294,0.984599040571679,1.38957817023807,3.0,1.1131395941368183,0.1298089733344615,False,6002,elite,False,"mu_t=1.14053, sigma_t=0.143785, ei=0.31131, pi=0.984599, ucb=1.38958, beta=3.00, ts=1.11314, explore=0.129809",robust_consensus,1,5
function_7,trust_region_ts,pool_003171,0.222665-0.381151-0.424803-0.280829-0.275340-0.746413,1.0155276469328762,0.15792240640433486,0.19484450594848146,-1.6355534439075856,0.8799477371050548,1.2890572784787273,3.0,1.2818150563616675,0.0518378205236916,False,6002,tr,False,"mu_t=1.01553, sigma_t=0.157922, ei=0.194845, pi=0.879948, ucb=1.28906, beta=3.00, ts=1.28182, explore=0.0518378",robust_consensus,1,5
function_7,global_explore,pool_002819,0.864348-0.880400-0.986617-0.942725-0.235815-0.991281,-3.1966565853213487,1.4940315762845362,0.0016090330357777071,-6.432121879313365,0.003517638752792516,-0.6089179870843195,3.0,-1.5959913582930394,2.9148730291340588,False,6002,global,False,"mu_t=-3.19666, sigma_t=1.49403, ei=0.00160903, pi=0.00351764, ucb=-0.608918, beta=3.00, ts=-1.59599, explore=2.91487",robust_consensus,1,5
function_7,best_mu,pool_004122,0.114161-0.018033-0.748271-0.191120-0.296296-0.752669,1.1405344476870876,0.14378546025487832,0.3113099733382643,-1.1669661643405294,0.984599040571679,1.38957817023807,3.0,1.1131395941368183,0.1298089733344615,False,6002,elite,False,"mu_t=1.14053, sigma_t=0.143785, ei=0.31131, pi=0.984599, ucb=1.38958, beta=3.00, ts=1.11314, explore=0.129809",robust_consensus,1,5
function_7,best_sigma,pool_003035,0.945698-0.999649-0.923071-0.803695-0.981793-0.690048,-3.604141002961069,1.5179495670177166,0.000764321587628677,-7.176521931146795,0.0017437286164018035,-0.9749752295592056,3.0,-3.6587102867446912,2.549726769469743,False,6002,global,False,"mu_t=-3.60414, sigma_t=1.51795, ei=0.000764322, pi=0.00174373, ucb=-0.974975, beta=3.00, ts=-3.65871, explore=2.54973",robust_consensus,1,5
function_7,best_logEI,pool_004122,0.114161-0.018033-0.748271-0.191120-0.296296-0.752669,1.1405344476870876,0.14378546025487832,0.3113099733382643,-1.1669661643405294,0.984599040571679,1.38957817023807,3.0,1.1131395941368183,0.1298089733344615,False,6002,elite,False,"mu_t=1.14053, sigma_t=0.143785, ei=0.31131, pi=0.984599, ucb=1.38958, beta=3.00, ts=1.11314, explore=0.129809",robust_consensus,1,5
function_7,best_PI,pool_004054,0.267446-0.264851-0.437163-0.315736-0.335704-0.783183,1.0564313858504009,0.09061242593442878,0.22660152329864863,-1.4845622079984317,0.9937686672415514,1.21337671136595,3.0,0.8849690649022619,0.030221656945667016,False,6002,tr,False,"mu_t=1.05643, sigma_t=0.0906124, ei=0.226602, pi=0.993769, ucb=1.21338, beta=3.00, ts=0.884969, explore=0.0302217",robust_consensus,1,5
function_7,best_UCB,pool_000245,0.222447-0.330241-0.820576-0.583950-0.264660-0.746785,1.0764301454769258,0.190934254723571,0.25528619564399985,-1.3653700273129288,0.9015771915002434,1.4071379755634572,3.0,1.186667713607048,0.1305051292688396,False,6002,global,False,"mu_t=1.07643, sigma_t=0.190934, ei=0.255286, pi=0.901577, ucb=1.40714, beta=3.00, ts=1.18667, explore=0.130505",robust_consensus,1,5
function_7,best_exploration,pool_002819,0.864348-0.880400-0.986617-0.942725-0.235815-0.991281,-3.1966565853213487,1.4940315762845362,0.0016090330357777071,-6.432121879313365,0.003517638752792516,-0.6089179870843195,3.0,-1.5959913582930394,2.9148730291340588,False,6002,global,False,"mu_t=-3.19666, sigma_t=1.49403, ei=0.00160903, pi=0.00351764, ucb=-0.608918, beta=3.00, ts=-1.59599, explore=2.91487",robust_consensus,1,5
function_7,shadow_oldstyle,pool_004122,0.114161-0.018033-0.748271-0.191120-0.296296-0.752669,1.1405344476870876,0.14378546025487832,0.3113099733382643,-1.1669661643405294,0.984599040571679,1.38957817023807,3.0,1.1131395941368183,0.1298089733344615,False,6002,elite,False,"mu_t=1.14053, sigma_t=0.143785, ei=0.31131, pi=0.984599, ucb=1.38958, beta=3.00, ts=1.11314, explore=0.129809",robust_consensus,1,5
function_8,chosen_submission,pool_004223,0.053492-0.010532-0.041476-0.036415-0.855385-0.514374-0.102282-0.748341,9.211566140323288,0.01167685529052769,0.042796192199033044,-3.151306147664524,0.9998763376469249,9.231791046959188,3.0,9.209757945974657,0.008841881810023466,True,7001,elite,False,"mu_t=9.21157, sigma_t=0.0116769, ei=0.0427962, pi=0.999876, ucb=9.23179, beta=3.00, ts=9.20976, explore=0.00884188",robust_consensus,1,5
function_8,primary_pareto_sigma,pool_004223,0.053492-0.010532-0.041476-0.036415-0.855385-0.514374-0.102282-0.748341,9.211566140323288,0.01167685529052769,0.042796192199033044,-3.151306147664524,0.9998763376469249,9.231791046959188,3.0,9.209757945974657,0.008841881810023466,False,7001,elite,False,"mu_t=9.21157, sigma_t=0.0116769, ei=0.0427962, pi=0.999876, ucb=9.23179, beta=3.00, ts=9.20976, explore=0.00884188",robust_consensus,1,5
function_8,trust_region_ts,pool_003083,0.101964-0.021492-0.120125-0.146053-0.847033-0.518970-0.014628-0.184878,9.195535981088936,0.011696227394910032,0.02680998689992272,-3.618980815360919,0.9889429714761144,9.215794441193733,3.0,9.230525065906228,0.0019401694222133498,False,7001,tr,False,"mu_t=9.19554, sigma_t=0.0116962, ei=0.02681, pi=0.988943, ucb=9.21579, beta=3.00, ts=9.23053, explore=0.00194017",robust_consensus,1,5
function_8,global_explore,pool_000176,0.994949-0.631344-0.823071-0.984189-0.703760-0.006444-0.909391-0.031689,3.8471171496258143,0.04218668101149189,1.8048513878454153e-35,-7970.082835936053,0.0,3.9201866245403605,3.0,3.82050644258031,0.06704849697051204,False,7001,global,False,"mu_t=3.84712, sigma_t=0.0421867, ei=1.80485e-35, pi=0, ucb=3.92019, beta=3.00, ts=3.82051, explore=0.0670485",robust_consensus,1,5
function_8,best_mu,pool_004223,0.053492-0.010532-0.041476-0.036415-0.855385-0.514374-0.102282-0.748341,9.211566140323288,0.01167685529052769,0.042796192199033044,-3.151306147664524,0.9998763376469249,9.231791046959188,3.0,9.209757945974657,0.008841881810023466,False,7001,elite,False,"mu_t=9.21157, sigma_t=0.0116769, ei=0.0427962, pi=0.999876, ucb=9.23179, beta=3.00, ts=9.20976, explore=0.00884188",robust_consensus,1,5
function_8,best_sigma,pool_003016,0.864504-0.999045-0.873987-0.097776-0.137251-0.001618-0.277148-0.490183,5.070371300172029,0.04416499673391552,1.8048513878454153e-35,-4318.783146464688,0.0,5.14686731843125,3.0,5.0392524556208675,0.05011918232855902,False,7001,global,False,"mu_t=5.07037, sigma_t=0.044165, ei=1.80485e-35, pi=0, ucb=5.14687, beta=3.00, ts=5.03925, explore=0.0501192",robust_consensus,1,5
function_8,best_logEI,pool_004223,0.053492-0.010532-0.041476-0.036415-0.855385-0.514374-0.102282-0.748341,9.211566140323288,0.01167685529052769,0.042796192199033044,-3.151306147664524,0.9998763376469249,9.231791046959188,3.0,9.209757945974657,0.008841881810023466,False,7001,elite,False,"mu_t=9.21157, sigma_t=0.0116769, ei=0.0427962, pi=0.999876, ucb=9.23179, beta=3.00, ts=9.20976, explore=0.00884188",robust_consensus,1,5
function_8,best_PI,pool_004223,0.053492-0.010532-0.041476-0.036415-0.855385-0.514374-0.102282-0.748341,9.211566140323288,0.01167685529052769,0.042796192199033044,-3.151306147664524,0.9998763376469249,9.231791046959188,3.0,9.209757945974657,0.008841881810023466,False,7001,elite,False,"mu_t=9.21157, sigma_t=0.0116769, ei=0.0427962, pi=0.999876, ucb=9.23179, beta=3.00, ts=9.20976, explore=0.00884188",robust_consensus,1,5
function_8,best_UCB,pool_004223,0.053492-0.010532-0.041476-0.036415-0.855385-0.514374-0.102282-0.748341,9.211566140323288,0.01167685529052769,0.042796192199033044,-3.151306147664524,0.9998763376469249,9.231791046959188,3.0,9.209757945974657,0.008841881810023466,False,7001,elite,False,"mu_t=9.21157, sigma_t=0.0116769, ei=0.0427962, pi=0.999876, ucb=9.23179, beta=3.00, ts=9.20976, explore=0.00884188",robust_consensus,1,5
function_8,best_exploration,pool_000176,0.994949-0.631344-0.823071-0.984189-0.703760-0.006444-0.909391-0.031689,3.8471171496258143,0.04218668101149189,1.8048513878454153e-35,-7970.082835936053,0.0,3.9201866245403605,3.0,3.82050644258031,0.06704849697051204,False,7001,global,False,"mu_t=3.84712, sigma_t=0.0421867, ei=1.80485e-35, pi=0, ucb=3.92019, beta=3.00, ts=3.82051, explore=0.0670485",robust_consensus,1,5
function_8,shadow_oldstyle,pool_004223,0.053492-0.010532-0.041476-0.036415-0.855385-0.514374-0.102282-0.748341,9.211566140323288,0.01167685529052769,0.042796192199033044,-3.151306147664524,0.9998763376469249,9.231791046959188,3.0,9.209757945974657,0.008841881810023466,False,7001,elite,False,"mu_t=9.21157, sigma_t=0.0116769, ei=0.0427962, pi=0.999876, ucb=9.23179, beta=3.00, ts=9.20976, explore=0.00884188",robust_consensus,1,5
